Type,Date,Time,Action,Errors,Ruleset ID,Ruleset Name,Rule ID,Rule Name,Destination List IDs,Destination Lists,Signature List ID,IPS Signature,IPS Signature Severity,IPS Signature CVE,Identities,Identity Types,Policy or Ruleset Identity,Policy or Ruleset Identity Type,Forwarding Method,Internal IP,External IP,Source IP,Destination IP,Source Port,Destination Port,Destination,Hostname,Categories,Integrations,Blocked Categories,Application,Application Category,Query Type,Content Type,Protocol,Filename,File Action (Remote Browser Isolation),Total Size in Bytes,Request Size,Response Size,Packet Size,Referrer,User Agent,Status Code,Direction,Threats,Threat Types,SHA256 Hash,Cisco AMP Result,Cisco AMP Disposition,Cisco AMP Score,Antivirus Result,Potentially Unwanted Applications,Other Antivirus Threats,Detected Response File Type,Isolated State,Data Loss Prevention State,Tenant Controls,Request Method,Umbrella Egress IP Address,Umbrella Egress Data Center
dns,2023-05-13,22:18:08,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ads.pubmatic.com,,"Advertisements, Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,PubMatic Cloud,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:08,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,u.openx.net,,"Infrastructure and Content Delivery Networks, Application",,,OpenX,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:06,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,s.amazon-adsystem.com,,"Advertisements, Application",,,Amazon Advertising,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:04,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,adservice.google.com,,"Search Engines (Legacy), Advertisements, Application",,,Google Ads,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:04,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,900cb6827dcbf16685ab04fc4585657a.safeframe.googlesyndication.com,,"Search Engines (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application",,,Google Ads,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:04,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,adservice.google.co.in,,"Search Engines (Legacy), Advertisements, Application, Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:04,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,pagead2.googlesyndication.com,,"Advertisements, Application",,,Google AdSense,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,fastlane.rubiconproject.com,,"Software/Technology (Legacy), Advertisements, Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Rubicon Project Buyers,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,c2shb.ssp.yahoo.com,,"Search Engines (Legacy), Software/Technology (Legacy), Application, Computers and Internet, Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,apex.go.sonobi.com,,"Business Services (Legacy), Application, Business and Industry",,,Sonobi,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ads.yieldmo.com,,"Software/Technology (Legacy), Advertisements, Business Services (Legacy), Application, Business and Industry, Cloud and Data Centers",,,Yieldmo,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,prod.us-east-1.cxm-bcn.publisher-services.amazon.dev,,"Software/Technology (Legacy), Application, Computers and Internet",,,Amazon,E-Commerce,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,hbopenbid.pubmatic.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application, Business and Industry",,,PubMatic Cloud,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,prebid.media.net,,"Business Services (Legacy), Application, Business and Industry",,,Media.net,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:03,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,freestar-d.openx.net,,"Business Services (Legacy), Application, Business and Industry",,,OpenX,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,api.rlcdn.com,,"Business Services (Legacy), SaaS and B2B, Application",,,LiveRamp,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,id.hadron.ad.gt,,"Advertisements, Infrastructure and Content Delivery Networks, Application",,,Audigent,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ap.lijit.com,,"Search Engines (Legacy), Advertisements, Business Services (Legacy), Application, Business and Industry",,,Sovrn,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,match.adsrvr.org,,"Advertisements, Business Services (Legacy), Application",,,The Trade Desk,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ib.adnxs.com,,"Advertisements, Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,aax.amazon-adsystem.com,,"Ecommerce/Shopping (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application, Shopping",,,Amazon Advertising,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,gum.criteo.com,,"Business Services (Legacy), Application, Business and Industry",,,Criteo,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:02,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,s2s.t13.io,,Infrastructure and Content Delivery Networks,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:01,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,sync.intentiq.com,,"Business Services (Legacy), Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:01,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,api.intentiq.com,,"Business Services (Legacy), Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:01,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,c.amazon-adsystem.com,,"Advertisements, Infrastructure and Content Delivery Networks, Application",,,Amazon Advertising,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:18:00,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,api.btloader.com,,Infrastructure and Content Delivery Networks,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:59,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,api.floors.dev,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:59,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ad-delivery.net,,Advertisements,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:59,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,c.pub.network,,Advertisements,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:58,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,btloader.com,,Infrastructure and Content Delivery Networks,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:58,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,www.google.com,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:57,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,cdn.hadronid.net,,Advertisements,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:57,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,sync.crwdcntrl.net,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,Lotame,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:57,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,cdn.confiant-integrations.net,,Infrastructure and Content Delivery Networks,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:57,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,freestar-io.videoplayerhub.com,,Streaming Video,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:57,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,www.googletagservices.com,,Infrastructure and Content Delivery Networks,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:57,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,optimise.net,,Uncategorized,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:57,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,pixel.quantserve.com,,"Advertisements, Business Services (Legacy)",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:56,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,sb.scorecardresearch.com,,"Business Services (Legacy), Application, Business and Industry",,,ScorecardResearch,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:55,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,www.google.co.in,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:55,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,analytics.google.com,,"Search Engines (Legacy), Software/Technology (Legacy), Research/Reference (Legacy), Application, Search Engines and Portals",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:55,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,rules.quantcount.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application, Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:55,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,rangeplayground.com,,Uncategorized,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:54,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,d.pub.network,,Advertisements,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:54,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ds6.whatismyipaddress.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:54,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,www.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:53,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ds6.whatismyipaddress.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:52,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,quantcast.mgr.consensu.org,,"Business Services (Legacy), Application, Business and Industry",,,Consensu.org,Content Management,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:52,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,app.fusebox.fm,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:52,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,safebrowsing.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:52,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,ds6.whatismyipaddress.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:52,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,maps.whatismyipaddress.info,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:52,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,a.pub.network,,Advertisements,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:51,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,www.googletagmanager.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:45,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,whatismyipaddress.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:43,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,play.google.com,,"Ecommerce/Shopping (Legacy), Movies (Legacy), Software/Technology (Legacy), Application, Computers and Internet",,,Google Play Store,Software Repository,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,22:17:42,Allowed,,,,,,,,,,,,test,Networks,test,Networks,,152.58.201.5,152.58.201.5,,,,,id.google.com,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,21:13:28,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,optimizationguide-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,21:13:28,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,optimizationguide-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,21:09:36,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,secure.netflix.com,,"Movies (Legacy), Television (Legacy), Application, Streaming Video",,,Netflix,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,21:09:32,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,uiboot.netflix.com,,"Movies (Legacy), Television (Legacy), Application, Streaming Video",,,Netflix,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,20:39:07,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,uplog.qbox.me,,"Business Services (Legacy), Web Hosting, Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:17:01,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,gae-inunxlabs.appspot.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Computers and Internet",,,Google App Engine Dashboard,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:16:45,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,update.googleapis.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:16:22,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,android-context-data.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:59,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,clients4.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:54,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,www.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:53,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,techenclave.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:53,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,pagead2.googlesyndication.com,,"Advertisements, Application",,,Google AdSense,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:53,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,safebrowsing.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:52,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,techenclave.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:51,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,adservice.google.com,,"Search Engines (Legacy), Advertisements, Application",,,Google Ads,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:49,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,cdn.ampproject.org,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:47,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,play.google.com,,"Ecommerce/Shopping (Legacy), Movies (Legacy), Software/Technology (Legacy), Application, Computers and Internet",,,Google Play Store,Software Repository,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:46,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,history.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:46,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,clients4.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:46,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,clientservices.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:46,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,android.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:45,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,www.google.com,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:44,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,safebrowsing.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:44,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,optimizationguide-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:15:44,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,accounts.google.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google Accounts,Security,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:13:57,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,android.apis.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:13:56,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,mtalk.google.com,,"Chat (Legacy), Instant Messaging (Legacy), Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Chat and Instant Messaging",,,Google Hangouts,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:12:18,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,www.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:11:03,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,beacons.gcp.gvt2.com,,"Infrastructure and Content Delivery Networks, Application",,,Google Secondary Services,Support,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:11:02,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,beacons.gvt2.com,,"Infrastructure and Content Delivery Networks, Application",,,Google Secondary Services,Support,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:10:39,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,dialercallinfolookup-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:10:01,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,logs.browser-intake-datadoghq.com,,"Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Cloud and Data Centers",,,Datadog,Business Intelligence,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:10:01,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,google.com,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,19:10:01,Allowed,,,,,,,,,,,,jio,Networks,jio,Networks,,152.58.201.119,152.58.201.119,,,,,clients2.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Google Secondary Services,Support,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
